cx_type,sentence,tgt_words,sentence_with_idxs,errors
Much Less,"she probably should not EVER have disclosed that information to ANYONE, much less to people who could arguably be considered' strangers' on the internet.","[11, 12]","[(0, 'she'), (1, 'probably'), (2, 'should'), (3, 'not'), (4, 'EVER'), (5, 'have'), (6, 'disclosed'), (7, 'that'), (8, 'information'), (9, 'to'), (10, 'ANYONE,'), (11, 'much'), (12, 'less'), (13, 'to'), (14, 'people'), (15, 'who'), (16, 'could'), (17, 'arguably'), (18, 'be'), (19, ""considered'""), (20, ""strangers'""), (21, 'on'), (22, 'the'), (23, 'internet'), (24, '(COCA)')]",
Much Less,"Costello, did you even bother to look at, much less read, the second page of the article?","[8, 9]","[(0, 'Costello,'), (1, 'did'), (2, 'you'), (3, 'even'), (4, 'bother'), (5, 'to'), (6, 'look'), (7, 'at,'), (8, 'much'), (9, 'less'), (10, 'read,'), (11, 'the'), (12, 'second'), (13, 'page'), (14, 'of'), (15, 'the'), (16, 'article?'), (17, '(COCA)')]",
Much Less,"There is little understanding, much less acceptance, of the cooperative principle and its potential.","[4, 5]","[(0, 'There'), (1, 'is'), (2, 'little'), (3, 'understanding,'), (4, 'much'), (5, 'less'), (6, 'acceptance,'), (7, 'of'), (8, 'the'), (9, 'cooperative'), (10, 'principle'), (11, 'and'), (12, 'its'), (13, 'potential.'), (14, '(COCA)')]",
Much Less,"No one mentioned abortion, much less birth control, although folks did sometimes sit through an extended sermon on tolerance.","[4, 5]","[(0, 'No'), (1, 'one'), (2, 'mentioned'), (3, 'abortion,'), (4, 'much'), (5, 'less'), (6, 'birth'), (7, 'control,'), (8, 'although'), (9, 'folks'), (10, 'did'), (11, 'sometimes'), (12, 'sit'), (13, 'through'), (14, 'an'), (15, 'extended'), (16, 'sermon'), (17, 'on'), (18, 'tolerance'), (19, '(COCA)')]",
Much Less,"several other pitiful fools in this thread have NO concept of Truth, much less bravery or intelligence.","[12, 13]","[(0, 'several'), (1, 'other'), (2, 'pitiful'), (3, 'fools'), (4, 'in'), (5, 'this'), (6, 'thread'), (7, 'have'), (8, 'NO'), (9, 'concept'), (10, 'of'), (11, 'Truth,'), (12, 'much'), (13, 'less'), (14, 'bravery'), (15, 'or'), (16, 'intelligence.....(COCA)')]",
Much Less,"This person has never even heard of a septic tank, much less wastewater treatment plants, eh?","[10, 11]","[(0, 'This'), (1, 'person'), (2, 'has'), (3, 'never'), (4, 'even'), (5, 'heard'), (6, 'of'), (7, 'a'), (8, 'septic'), (9, 'tank,'), (10, 'much'), (11, 'less'), (12, 'wastewater'), (13, 'treatment'), (14, 'plants,'), (15, 'eh?'), (16, '(COCA)')]",
Much Less,"GOP can't even raise tax revenue on their buddies, the rich, much less the rest of us, and spending on entitlements won't slow anytime soon.","[11, 12]","[(0, 'GOP'), (1, ""can't""), (2, 'even'), (3, 'raise'), (4, 'tax'), (5, 'revenue'), (6, 'on'), (7, 'their'), (8, 'buddies,'), (9, 'the'), (10, 'rich,'), (11, 'much'), (12, 'less'), (13, 'the'), (14, 'rest'), (15, 'of'), (16, 'us,'), (17, 'and'), (18, 'spending'), (19, 'on'), (20, 'entitlements'), (21, ""won't""), (22, 'slow'), (23, 'anytime'), (24, 'soon.'), (25, '(COCA)')]",
Much Less,He has not yet been put on trial much less found guilty.,"[8, 9]","[(0, 'He'), (1, 'has'), (2, 'not'), (3, 'yet'), (4, 'been'), (5, 'put'), (6, 'on'), (7, 'trial'), (8, 'much'), (9, 'less'), (10, 'found'), (11, 'guilty.'), (12, '(COCA)')]",
Much Less,"And... there's no guarantee that you will be loved, much less forever.","[9, 10]","[(0, 'And...'), (1, ""there's""), (2, 'no'), (3, 'guarantee'), (4, 'that'), (5, 'you'), (6, 'will'), (7, 'be'), (8, 'loved,'), (9, 'much'), (10, 'less'), (11, 'forever.'), (12, '(COCA)')]",
Much Less,Many individuals do not have a job or a phone much less an auto or property.,"[10, 11]","[(0, 'Many'), (1, 'individuals'), (2, 'do'), (3, 'not'), (4, 'have'), (5, 'a'), (6, 'job'), (7, 'or'), (8, 'a'), (9, 'phone'), (10, 'much'), (11, 'less'), (12, 'an'), (13, 'auto'), (14, 'or'), (15, 'property.'), (16, '(COCA)')]",
Much Less,"it gets harder and harder to keep up with new shows, much less the all-time classics.","[11, 12]","[(0, 'it'), (1, 'gets'), (2, 'harder'), (3, 'and'), (4, 'harder'), (5, 'to'), (6, 'keep'), (7, 'up'), (8, 'with'), (9, 'new'), (10, 'shows,'), (11, 'much'), (12, 'less'), (13, 'the'), (14, 'all-time'), (15, 'classics.'), (16, ''), (17, '(COCA)')]",
Much Less,"he can not find a job, much less one in his engineering field.","[6, 7]","[(0, 'he'), (1, 'can'), (2, 'not'), (3, 'find'), (4, 'a'), (5, 'job,'), (6, 'much'), (7, 'less'), (8, 'one'), (9, 'in'), (10, 'his'), (11, 'engineering'), (12, 'field.'), (13, '(COCA)')]",
Much Less,"you don't have the perspective, much less the right, to judge them for being in that hole.","[5, 6]","[(0, 'you'), (1, ""don't""), (2, 'have'), (3, 'the'), (4, 'perspective,'), (5, 'much'), (6, 'less'), (7, 'the'), (8, 'right,'), (9, 'to'), (10, 'judge'), (11, 'them'), (12, 'for'), (13, 'being'), (14, 'in'), (15, 'that'), (16, 'hole.'), (17, '(COCA)')]",
Much Less,"we would not have been able to keep fighting, much less win.","[9, 10]","[(0, 'we'), (1, 'would'), (2, 'not'), (3, 'have'), (4, 'been'), (5, 'able'), (6, 'to'), (7, 'keep'), (8, 'fighting,'), (9, 'much'), (10, 'less'), (11, 'win.'), (12, '(COCA)')]",
Much Less,"She never owned a microwave oven, much less a computer.","[6, 7]","[(0, 'She'), (1, 'never'), (2, 'owned'), (3, 'a'), (4, 'microwave'), (5, 'oven,'), (6, 'much'), (7, 'less'), (8, 'a'), (9, 'computer.'), (10, '(COCA)')]",
Much Less,"Hostess wouldn't have gone into bankruptcy in 2004, much less today.","[8, 9]","[(0, 'Hostess'), (1, ""wouldn't""), (2, 'have'), (3, 'gone'), (4, 'into'), (5, 'bankruptcy'), (6, 'in'), (7, '2004,'), (8, 'much'), (9, 'less'), (10, 'today.'), (11, '(COCA)')]",
Much Less,He would never play second fiddle to someone like Willard much less take his marching orders from the likes of the tea party.,"[10, 11]","[(0, 'He'), (1, 'would'), (2, 'never'), (3, 'play'), (4, 'second'), (5, 'fiddle'), (6, 'to'), (7, 'someone'), (8, 'like'), (9, 'Willard'), (10, 'much'), (11, 'less'), (12, 'take'), (13, 'his'), (14, 'marching'), (15, 'orders'), (16, 'from'), (17, 'the'), (18, 'likes'), (19, 'of'), (20, 'the'), (21, 'tea'), (22, 'party.'), (23, '(COCA)')]",
Much Less,And what potential convert could understand much less follow such conflicting and jumbled messages?,"[6, 7]","[(0, 'And'), (1, 'what'), (2, 'potential'), (3, 'convert'), (4, 'could'), (5, 'understand'), (6, 'much'), (7, 'less'), (8, 'follow'), (9, 'such'), (10, 'conflicting'), (11, 'and'), (12, 'jumbled'), (13, 'messages?'), (14, '(COCA)')]",
Much Less,"This because Anons are not looking for personal credit, much less looking to be rock stars.","[9, 10]","[(0, 'This'), (1, 'because'), (2, 'Anons'), (3, 'are'), (4, 'not'), (5, 'looking'), (6, 'for'), (7, 'personal'), (8, 'credit,'), (9, 'much'), (10, 'less'), (11, 'looking'), (12, 'to'), (13, 'be'), (14, 'rock'), (15, 'stars.'), (16, '(COCA)')]",
Much Less,"we did not see a single boat on our three dives, much less any other divers.","[11, 12]","[(0, 'we'), (1, 'did'), (2, 'not'), (3, 'see'), (4, 'a'), (5, 'single'), (6, 'boat'), (7, 'on'), (8, 'our'), (9, 'three'), (10, 'dives,'), (11, 'much'), (12, 'less'), (13, 'any'), (14, 'other'), (15, 'divers.'), (16, '(COCA)')]",
Much Less,"The truth is, we can't project the climate of the next decade, much less that of the next century.","[12, 13]","[(0, 'The'), (1, 'truth'), (2, 'is,'), (3, 'we'), (4, ""can't""), (5, 'project'), (6, 'the'), (7, 'climate'), (8, 'of'), (9, 'the'), (10, 'next'), (11, 'decade,'), (12, 'much'), (13, 'less'), (14, 'that'), (15, 'of'), (16, 'the'), (17, 'next'), (18, 'century.'), (19, '(COCA)')]",
Much Less,"Consequently I wouldn't vote for a republican to be assistant bathroom attendent, much less President of the United States.","[12, 13]","[(0, ''), (1, 'Consequently'), (2, 'I'), (3, ""wouldn't""), (4, 'vote'), (5, 'for'), (6, 'a'), (7, 'republican'), (8, 'to'), (9, 'be'), (10, 'assistant'), (11, 'bathroom'), (12, 'attendent,'), (13, 'much'), (14, 'less'), (15, 'President'), (16, 'of'), (17, 'the'), (18, 'United'), (19, 'States.'), (20, '(COCA)')]",
Causative with CxN,She loaded the truck with books.,[4],"[(0, 'She'), (1, 'loaded'), (2, 'the'), (3, 'truck'), (4, 'with'), (5, 'books.'), (6, '(Hoffman)')]",
Causative with CxN,He sprayed the walls with paint.,[4],"[(0, 'He'), (1, 'sprayed'), (2, 'the'), (3, 'walls'), (4, 'with'), (5, 'paint.'), (6, '(Hoffman)')]",
Causative with CxN,They heaped the plate with mashed potatoes.,[4],"[(0, 'They'), (1, 'heaped'), (2, 'the'), (3, 'plate'), (4, 'with'), (5, 'mashed'), (6, 'potatoes.'), (7, '(Hoffman)')]",
Causative with CxN,Kevin lifted the trumpet and filled the room with happy noise.,[8],"[(0, 'Kevin'), (1, 'lifted'), (2, 'the'), (3, 'trumpet'), (4, 'and'), (5, 'filled'), (6, 'the'), (7, 'room'), (8, 'with'), (9, 'happy'), (10, 'noise.'), (11, '(COCA)')]",
Causative with CxN,Dude has filled the room with flowers and teddy bears and cheesy cards.,[5],"[(0, 'Dude'), (1, 'has'), (2, 'filled'), (3, 'the'), (4, 'room'), (5, 'with'), (6, 'flowers'), (7, 'and'), (8, 'teddy'), (9, 'bears'), (10, 'and'), (11, 'cheesy'), (12, 'cards.'), (13, '(COCA)'), (14, '')]",
Causative with CxN,An enormous chandelier filled the room with a stunning display of reflected light.,[6],"[(0, 'An'), (1, 'enormous'), (2, 'chandelier'), (3, 'filled'), (4, 'the'), (5, 'room'), (6, 'with'), (7, 'a'), (8, 'stunning'), (9, 'display'), (10, 'of'), (11, 'reflected'), (12, 'light.'), (13, '(COCA)')]",
Causative with CxN,"Freshly ground coffee beans filled the room with a seductive, earthy aroma.",[7],"[(0, 'Freshly'), (1, 'ground'), (2, 'coffee'), (3, 'beans'), (4, 'filled'), (5, 'the'), (6, 'room'), (7, 'with'), (8, 'a'), (9, 'seductive,'), (10, 'earthy'), (11, 'aroma.'), (12, '(COCA)')]",
Causative with CxN,The Grateful Dead have flooded the market with excellent live material.,[7],"[(0, 'The'), (1, 'Grateful'), (2, 'Dead'), (3, 'have'), (4, 'flooded'), (5, 'the'), (6, 'market'), (7, 'with'), (8, 'excellent'), (9, 'live'), (10, 'material.'), (11, '(COCA)')]",
Causative with CxN,Samsung has flooded the market with their advertising.,[5],"[(0, 'Samsung'), (1, 'has'), (2, 'flooded'), (3, 'the'), (4, 'market'), (5, 'with'), (6, 'their'), (7, 'advertising.'), (8, '(COCA)')]",
Causative with CxN,Saudi flooded the market with cheap oil then so they could recover their market share.,[4],"[(0, 'Saudi'), (1, 'flooded'), (2, 'the'), (3, 'market'), (4, 'with'), (5, 'cheap'), (6, 'oil'), (7, 'then'), (8, 'so'), (9, 'they'), (10, 'could'), (11, 'recover'), (12, 'their'), (13, 'market'), (14, 'share.'), (15, '(COCA)')]",
Causative with CxN,The Chinese already have flooded the market with juice-grade apples.,[7],"[(0, 'The'), (1, 'Chinese'), (2, 'already'), (3, 'have'), (4, 'flooded'), (5, 'the'), (6, 'market'), (7, 'with'), (8, 'juice-grade'), (9, 'apples.'), (10, '(COCA)')]",
Causative with CxN,Rosa covered his face with kisses.,[4],"[(0, 'Rosa'), (1, 'covered'), (2, 'his'), (3, 'face'), (4, 'with'), (5, 'kisses.'), (6, '(COCA)')]",
Causative with CxN,He lay on the bed and covered his face with a blanket.,[9],"[(0, 'He'), (1, 'lay'), (2, 'on'), (3, 'the'), (4, 'bed'), (5, 'and'), (6, 'covered'), (7, 'his'), (8, 'face'), (9, 'with'), (10, 'a'), (11, 'blanket.'), (12, '(COCA)')]",
Causative with CxN,Turning to the wall he covered his face with a pillow.,[8],"[(0, 'Turning'), (1, 'to'), (2, 'the'), (3, 'wall'), (4, 'he'), (5, 'covered'), (6, 'his'), (7, 'face'), (8, 'with'), (9, 'a'), (10, 'pillow.'), (11, '(COCA)')]",
Causative with CxN,The squire looked at the peasant and covered his face with his sleeve.,[10],"[(0, 'The'), (1, 'squire'), (2, 'looked'), (3, 'at'), (4, 'the'), (5, 'peasant'), (6, 'and'), (7, 'covered'), (8, 'his'), (9, 'face'), (10, 'with'), (11, 'his'), (12, 'sleeve.'), (13, '(COCA)')]",
Causative with CxN,"Silas filled his lungs with the fresh, humid air blowing into the van.",[4],"[(0, 'Silas'), (1, 'filled'), (2, 'his'), (3, 'lungs'), (4, 'with'), (5, 'the'), (6, 'fresh,'), (7, 'humid'), (8, 'air'), (9, 'blowing'), (10, 'into'), (11, 'the'), (12, 'van.'), (13, '(COCA)')]",
Causative with CxN,He filled his lungs with the bitterly cold air and scanned the shadowed landscape.,[4],"[(0, 'He'), (1, 'filled'), (2, 'his'), (3, 'lungs'), (4, 'with'), (5, 'the'), (6, 'bitterly'), (7, 'cold'), (8, 'air'), (9, 'and'), (10, 'scanned'), (11, 'the'), (12, 'shadowed'), (13, 'landscape.'), (14, '(COCA)')]",
Causative with CxN,one of those shots filled his lungs with blood.,[7],"[(0, 'one'), (1, 'of'), (2, 'those'), (3, 'shots'), (4, 'filled'), (5, 'his'), (6, 'lungs'), (7, 'with'), (8, 'blood'), (9, '(COCA)')]",
Causative with CxN,He gasped and the intake of air filled his lungs with a pleasure that no breath had ever afforded him.,[10],"[(0, 'He'), (1, 'gasped'), (2, 'and'), (3, 'the'), (4, 'intake'), (5, 'of'), (6, 'air'), (7, 'filled'), (8, 'his'), (9, 'lungs'), (10, 'with'), (11, 'a'), (12, 'pleasure'), (13, 'that'), (14, 'no'), (15, 'breath'), (16, 'had'), (17, 'ever'), (18, 'afforded'), (19, 'him.'), (20, '(COCA)')]",
Causative with CxN,He filled his mouth with Wonder Bread and Hebrew National.,[4],"[(0, 'He'), (1, 'filled'), (2, 'his'), (3, 'mouth'), (4, 'with'), (5, 'Wonder'), (6, 'Bread'), (7, 'and'), (8, 'Hebrew'), (9, 'National.'), (10, '(COCA)')]",
Causative with CxN,I wonder what would have happened if I snuck into his house and filled his mouth with caterpillar cocoons while he slept.,[16],"[(0, 'I'), (1, 'wonder'), (2, 'what'), (3, 'would'), (4, 'have'), (5, 'happened'), (6, 'if'), (7, 'I'), (8, 'snuck'), (9, 'into'), (10, 'his'), (11, 'house'), (12, 'and'), (13, 'filled'), (14, 'his'), (15, 'mouth'), (16, 'with'), (17, 'caterpillar'), (18, 'cocoons'), (19, 'while'), (20, 'he'), (21, 'slept.'), (22, '(COCA)')]",
Causative with CxN,The salty rush filled his mouth with saliva.,[6],"[(0, 'The'), (1, 'salty'), (2, 'rush'), (3, 'filled'), (4, 'his'), (5, 'mouth'), (6, 'with'), (7, 'saliva.'), (8, '(COCA)')]",
Causative with CxN,"He filled his mouth with an impossibly large handful, then studied me, crunching.",[4],"[(0, 'He'), (1, 'filled'), (2, 'his'), (3, 'mouth'), (4, 'with'), (5, 'an'), (6, 'impossibly'), (7, 'large'), (8, 'handful,'), (9, 'then'), (10, 'studied'), (11, 'me,'), (12, 'crunching.'), (13, '(COCA)')]",
Causative with CxN,"The school filled his head with knowledge, challenged him with tests, quizzes, and homework.",[5],"[(0, 'The'), (1, 'school'), (2, 'filled'), (3, 'his'), (4, 'head'), (5, 'with'), (6, 'knowledge,'), (7, 'challenged'), (8, 'him'), (9, 'with'), (10, 'tests,'), (11, 'quizzes,'), (12, 'and'), (13, 'homework.'), (14, '(COCA)')]",
Causative with CxN,"Susan trapped him, filled his head with lies.",[6],"[(0, 'Susan'), (1, 'trapped'), (2, 'him,'), (3, 'filled'), (4, 'his'), (5, 'head'), (6, 'with'), (7, 'lies.'), (8, '(COCA)')]",
Causative with CxN,"They made him take pills that filled his head with cold, silent noise.",[9],"[(0, 'They'), (1, 'made'), (2, 'him'), (3, 'take'), (4, 'pills'), (5, 'that'), (6, 'filled'), (7, 'his'), (8, 'head'), (9, 'with'), (10, 'cold,'), (11, 'silent'), (12, 'noise.'), (13, '(COCA)')]",
Causative with CxN,"Early on, his parents filled his head with thoughts of scholarly achievement.",[7],"[(0, ''), (1, 'Early'), (2, 'on,'), (3, 'his'), (4, 'parents'), (5, 'filled'), (6, 'his'), (7, 'head'), (8, 'with'), (9, 'thoughts'), (10, 'of'), (11, 'scholarly'), (12, 'achievement.'), (13, '(COCA)')]",
Causative with CxN,She's also covered her body with tattoos.,[5],"[(0, ""She's""), (1, 'also'), (2, 'covered'), (3, 'her'), (4, 'body'), (5, 'with'), (6, 'tattoos.'), (7, '(COCA)')]",
Causative with CxN,One of the teachers came along and covered her body with a black sheet.,[10],"[(0, 'One'), (1, 'of'), (2, 'the'), (3, 'teachers'), (4, 'came'), (5, 'along'), (6, 'and'), (7, 'covered'), (8, 'her'), (9, 'body'), (10, 'with'), (11, 'a'), (12, 'black'), (13, 'sheet.'), (14, '(COCA)')]",
Causative with CxN,"John, the blacksmith, had found her about a mile down the road and covered her body with a Crocker sack.",[16],"[(0, 'John,'), (1, 'the'), (2, 'blacksmith,'), (3, 'had'), (4, 'found'), (5, 'her'), (6, 'about'), (7, 'a'), (8, 'mile'), (9, 'down'), (10, 'the'), (11, 'road'), (12, 'and'), (13, 'covered'), (14, 'her'), (15, 'body'), (16, 'with'), (17, 'a'), (18, 'Crocker'), (19, 'sack.'), (20, '(COCA)')]",
Causative with CxN,"Seay jumped to his feet, grabbed her and covered her body with his as the bullets hit him.",[11],"[(0, 'Seay'), (1, 'jumped'), (2, 'to'), (3, 'his'), (4, 'feet,'), (5, 'grabbed'), (6, 'her'), (7, 'and'), (8, 'covered'), (9, 'her'), (10, 'body'), (11, 'with'), (12, 'his'), (13, 'as'), (14, 'the'), (15, 'bullets'), (16, 'hit'), (17, 'him.'), (18, '(COCA)')]",
Causative with CxN,The idea of everyone writing a letter for their dad filled her heart with possibility.,[13],"[(0, 'The'), (1, 'idea'), (2, 'of'), (3, 'everyone'), (4, 'writing'), (5, 'a'), (6, 'letter'), (7, 'for'), (8, 'their'), (9, 'dad'), (10, 'filled'), (11, 'her'), (12, 'heart'), (13, 'with'), (14, 'possibility.'), (15, '(COCA)')]",
Causative with CxN,She filled her heart with the most useful and sweet sayings of Sacred Scripture.,[4],"[(0, 'She'), (1, 'filled'), (2, 'her'), (3, 'heart'), (4, 'with'), (5, 'the'), (6, 'most'), (7, 'useful'), (8, 'and'), (9, 'sweet'), (10, 'sayings'), (11, 'of'), (12, 'Sacred'), (13, 'Scripture.'), (14, '(COCA)')]",
Causative with CxN,he gave her life a new meaning and filled her heart with joy.,[11],"[(0, 'he'), (1, 'gave'), (2, 'her'), (3, 'life'), (4, 'a'), (5, 'new'), (6, 'meaning'), (7, 'and'), (8, 'filled'), (9, 'her'), (10, 'heart'), (11, 'with'), (12, 'joy.'), (13, '(COCA)')]",
Causative with CxN,"I, the bargain hunter who' d filled her house with yard sale castoffs, I with my rough hands and untended nails.",[9],"[(0, 'I,'), (1, 'the'), (2, 'bargain'), (3, 'hunter'), (4, ""who'""), (5, 'd'), (6, 'filled'), (7, 'her'), (8, 'house'), (9, 'with'), (10, 'yard'), (11, 'sale'), (12, 'castoffs,'), (13, 'I'), (14, 'with'), (15, 'my'), (16, 'rough'), (17, 'hands'), (18, 'and'), (19, 'untended'), (20, 'nails'), (21, '(COCA)')]",
Causative with CxN,"Hanne has filled her house with Pascal: his artwork, his drum set, his will.",[5],"[(0, 'Hanne'), (1, 'has'), (2, 'filled'), (3, 'her'), (4, 'house'), (5, 'with'), (6, 'Pascal:'), (7, 'his'), (8, 'artwork,'), (9, 'his'), (10, 'drum'), (11, 'set,'), (12, 'his'), (13, 'will.'), (14, '(COCA)')]",
Causative with CxN,Howze filled her house with music and color.,[4],"[(0, 'Howze'), (1, 'filled'), (2, 'her'), (3, 'house'), (4, 'with'), (5, 'music'), (6, 'and'), (7, 'color'), (8, '(COCA)')]",
Causative with CxN,Photograph Nina filled her house with materials and objects that summon up the spirit of a Provencal barn.,[5],"[(0, 'Photograph'), (1, 'Nina'), (2, 'filled'), (3, 'her'), (4, 'house'), (5, 'with'), (6, 'materials'), (7, 'and'), (8, 'objects'), (9, 'that'), (10, 'summon'), (11, 'up'), (12, 'the'), (13, 'spirit'), (14, 'of'), (15, 'a'), (16, 'Provencal'), (17, 'barn'), (18, '(COCA)')]",
Causative with CxN,she'd purposely filled her life with things other than romance for three years straight.,[5],"[(0, ""she'd""), (1, 'purposely'), (2, 'filled'), (3, 'her'), (4, 'life'), (5, 'with'), (6, 'things'), (7, 'other'), (8, 'than'), (9, 'romance'), (10, 'for'), (11, 'three'), (12, 'years'), (13, 'straight.'), (14, '(COCA)')]",
Causative with CxN,She's close to her 18- year-old son and she's filled her life with projects she finds personally rewarding.,[12],"[(0, ""She's""), (1, 'close'), (2, 'to'), (3, 'her'), (4, '18-'), (5, 'year-old'), (6, 'son'), (7, 'and'), (8, ""she's""), (9, 'filled'), (10, 'her'), (11, 'life'), (12, 'with'), (13, 'projects'), (14, 'she'), (15, 'finds'), (16, 'personally'), (17, 'rewarding.'), (18, '(COCA)')]",
Causative with CxN,Martin dabbed her lips with poppy paste.,[4],"[(0, 'Martin'), (1, 'dabbed'), (2, 'her'), (3, 'lips'), (4, 'with'), (5, 'poppy'), (6, 'paste.'), (7, '(COCA)')]",
Causative with CxN,The cork came out with a pleasant pop and he filled her glass with the rich red liquid.,[13],"[(0, 'The'), (1, 'cork'), (2, 'came'), (3, 'out'), (4, 'with'), (5, 'a'), (6, 'pleasant'), (7, 'pop'), (8, 'and'), (9, 'he'), (10, 'filled'), (11, 'her'), (12, 'glass'), (13, 'with'), (14, 'the'), (15, 'rich'), (16, 'red'), (17, 'liquid.'), (18, '(COCA)')]",
Causative with CxN,The waiter filled her glass with white wine.,[5],"[(0, 'The'), (1, 'waiter'), (2, 'filled'), (3, 'her'), (4, 'glass'), (5, 'with'), (6, 'white'), (7, 'wine.'), (8, '(COCA)')]",
Causative with CxN,"Twenty-some years later, sunk in depression, my friend filled her pockets with rocks and paddled a canoe out to the middle of a lake and capsized.",[11],"[(0, 'Twenty-some'), (1, 'years'), (2, 'later,'), (3, 'sunk'), (4, 'in'), (5, 'depression,'), (6, 'my'), (7, 'friend'), (8, 'filled'), (9, 'her'), (10, 'pockets'), (11, 'with'), (12, 'rocks'), (13, 'and'), (14, 'paddled'), (15, 'a'), (16, 'canoe'), (17, 'out'), (18, 'to'), (19, 'the'), (20, 'middle'), (21, 'of'), (22, 'a'), (23, 'lake'), (24, 'and'), (25, 'capsized'), (26, '(COCA)')]",
Causative with CxN,Virginia Woolf filled her pockets with rocks and walked into a river.,[5],"[(0, 'Virginia'), (1, 'Woolf'), (2, 'filled'), (3, 'her'), (4, 'pockets'), (5, 'with'), (6, 'rocks'), (7, 'and'), (8, 'walked'), (9, 'into'), (10, 'a'), (11, 'river.'), (12, ''), (13, '(COCA)')]",
Causative with CxN,She filled her pockets with the smooth whorled brown nuts.,[4],"[(0, 'She'), (1, 'filled'), (2, 'her'), (3, 'pockets'), (4, 'with'), (5, 'the'), (6, 'smooth'), (7, 'whorled'), (8, 'brown'), (9, 'nuts.'), (10, '(COCA)')]",
Causative with CxN,A blizzard soon covered their bodies with snow.,[6],"[(0, 'A'), (1, 'blizzard'), (2, 'soon'), (3, 'covered'), (4, 'their'), (5, 'bodies'), (6, 'with'), (7, 'snow.'), (8, '(COCA)')]",
Causative with CxN,Two of the loincloth-clad singers had covered their bodies with traditional clay and paint designs.,[9],"[(0, 'Two'), (1, 'of'), (2, 'the'), (3, 'loincloth-clad'), (4, 'singers'), (5, 'had'), (6, 'covered'), (7, 'their'), (8, 'bodies'), (9, 'with'), (10, 'traditional'), (11, 'clay'), (12, 'and'), (13, 'paint'), (14, 'designs'), (15, '(COCA)')]",
Causative with CxN,the shows were often performed by White men who blackened their faces with burnt cork.,[12],"[(0, 'the'), (1, 'shows'), (2, 'were'), (3, 'often'), (4, 'performed'), (5, 'by'), (6, 'White'), (7, 'men'), (8, 'who'), (9, 'blackened'), (10, 'their'), (11, 'faces'), (12, 'with'), (13, 'burnt'), (14, 'cork.'), (15, '(COCA)')]",
Causative with CxN,"Everybody, old and young, male and female, decorated their hair with scarlet and yellow hibiscus flowers.",[10],"[(0, 'Everybody,'), (1, 'old'), (2, 'and'), (3, 'young,'), (4, 'male'), (5, 'and'), (6, 'female,'), (7, 'decorated'), (8, 'their'), (9, 'hair'), (10, 'with'), (11, 'scarlet'), (12, 'and'), (13, 'yellow'), (14, 'hibiscus'), (15, 'flowers.'), (16, '(COCA)')]",
